"dataset","cluster","tf","n_pred","rho_100_vs_1000","rho_100_vs_100","top5_jac_100_1000","top5_jac_100_100","top10_jac_100_1000","top1_same_100_1000"
"vaccination","CD8_T","ELK3",61,0.974616604970915,0.919830777366473,1,1,1,TRUE
"vaccination","CD8_T","CEBPZ",61,0.969275515600212,0.922157588577472,1,1,1,TRUE
"vaccination","CD8_T","HEY2",61,0.955843469063987,0.881967213114754,1,0.666666666666667,1,TRUE
"vaccination","CD8_T","PRDM1",61,0.976996298254892,0.932310946589106,1,1,0.818181818181818,TRUE
"vaccination","CD8_T","XBP1",61,0.975991538868324,0.908461131676362,1,0.666666666666667,0.818181818181818,TRUE
"vaccination","CD8_T","BCL6",61,0.960708619777895,0.918878900052882,1,1,1,TRUE
"vaccination","CD8_T","MEIS1",61,0.952300370174511,0.904706504494976,1,1,0.818181818181818,TRUE
"vaccination","CD8_T","ID1",61,0.968429402432575,0.909624537281861,0.666666666666667,0.666666666666667,0.818181818181818,TRUE
"vaccination","CD8_T","ID3",61,0.956107879428874,0.895875198307774,1,1,0.818181818181818,TRUE
"vaccination","CD8_T","ZBTB16",61,0.967847699629826,0.892014806980434,1,1,1,TRUE
"vaccination","CD8_T","PRDM16",61,0.962876784769963,0.929508196721311,1,0.666666666666667,0.818181818181818,TRUE
"vaccination","CD8_T","HOXB2",61,0.961290322580645,0.924061343204654,1,1,0.818181818181818,TRUE
"vaccination","CD8_T","BCLAF1",61,0.957958751983078,0.943416181914331,1,0.666666666666667,1,TRUE
"vaccination","CD8_T","TFDP2",61,0.952987837123215,0.925013220518244,1,1,1,TRUE
"vaccination","CD8_T","ZNF331",61,0.975938656795346,0.946589106292967,0.666666666666667,0.666666666666667,1,FALSE
"vaccination","CD8_T","MEF2C",61,0.947170809095716,0.935060814383924,0.666666666666667,0.666666666666667,0.818181818181818,TRUE
"vaccination","CD8_T","IRF6",61,0.975568482284505,0.927128503437335,1,1,1,TRUE
"vaccination","CD8_T","BCL11B",61,0.977313590692755,0.939714436805923,1,1,0.818181818181818,TRUE
"vaccination","CD8_T","MAFA",61,0.948863035430989,0.868217874140666,1,1,0.666666666666667,TRUE
"vaccination","CD8_T","ATF4",61,0.949973558963511,0.929402432575357,1,1,0.818181818181818,TRUE
"vaccination","CD8_T","NFE2L2",61,0.954415653093601,0.920200951877313,1,1,0.818181818181818,TRUE
"vaccination","CD8_T","HOXB4",61,0.974352194606028,0.926864093072448,1,1,1,TRUE
"vaccination","CD8_T","ZNF683",61,0.968323638286621,0.910312004230566,0.666666666666667,1,0.818181818181818,TRUE
"vaccination","CD8_T","NFIA",61,0.96081438392385,0.932522474881015,1,0.666666666666667,1,TRUE
"vaccination","CD8_T","ID2",61,0.976573241671074,0.924008461131676,1,1,0.818181818181818,FALSE
"vaccination","CD8_T","ZBTB7A",61,0.962136435748281,0.92876784769963,0.666666666666667,0.666666666666667,1,TRUE
"vaccination","CD8_T","CHD2",61,0.965203595980962,0.932522474881015,1,1,1,TRUE
"vaccination","CD8_T","NR4A2",61,0.962771020624008,0.918032786885246,1,1,0.818181818181818,FALSE
"vaccination","CD8_T","HES4",61,0.961025912215759,0.889793759915389,1,1,0.818181818181818,TRUE
"vaccination","CD8_T","SMARCC2",61,0.973823373876256,0.936594394500264,0.666666666666667,0.666666666666667,1,TRUE
"vaccination","CD8_T","MAFB",61,0.951877313590693,0.896827075621364,1,1,0.818181818181818,TRUE
"vaccination","CD8_T","GATA3",61,0.956636700158646,0.946641988365944,1,1,0.818181818181818,TRUE
"vaccination","CD8_T","FOXP3",61,0.974087784241142,0.94574299312533,1,1,0.818181818181818,FALSE
"vaccination","CD8_T","RORC",61,0.951718667371761,0.912533051295611,1,1,1,TRUE
"vaccination","CD8_T","KLF6",61,0.973241671073506,0.921099947117927,1,1,0.818181818181818,TRUE
"vaccination","CD8_T","RREB1",61,0.972025383395029,0.938498149127446,1,1,0.818181818181818,TRUE
"vaccination","CD8_T","RUNX3",61,0.937704918032787,0.885986250661026,1,0.666666666666667,0.818181818181818,TRUE
"vaccination","CD8_T","SREBF2",61,0.962189317821258,0.954468535166578,1,1,1,TRUE
"vaccination","CD8_T","IRF9",61,0.971496562665256,0.930407191961925,1,0.666666666666667,1,TRUE
"vaccination","CD8_T","JUND",61,0.947329455314648,0.880750925436277,1,1,1,TRUE
"vaccination","CD8_T","NFIC",61,0.940031729243786,0.890269698572184,1,1,0.818181818181818,TRUE
"vaccination","CD8_T","SIN3A",61,0.973188789000529,0.928080380750925,1,1,1,TRUE
"vaccination","CD8_T","SMC3",61,0.975356953992596,0.954997355896351,1,1,0.818181818181818,TRUE
"vaccination","CD8_T","ETS1",61,0.965203595980962,0.926705446853517,1,1,0.818181818181818,FALSE
"vaccination","CD8_T","MXI1",61,0.962718138551031,0.947065044949762,1,1,0.818181818181818,TRUE
"vaccination","CD8_T","NFE2",61,0.976996298254892,0.954309888947647,1,1,1,TRUE
"vaccination","CD8_T","CEBPB",61,0.957006874669487,0.918455843469064,0.666666666666667,1,1,TRUE
"vaccination","CD8_T","PURA",61,0.975568482284505,0.915705975674246,1,1,0.818181818181818,TRUE
"vaccination","CD8_T","E2F1",61,0.959809624537282,0.919407720782655,1,1,0.818181818181818,TRUE
"vaccination","CD8_T","FOSL2",61,0.9579058699101,0.919037546271814,0.666666666666667,0.666666666666667,1,TRUE
"vaccination","CD8_T","ATF3",61,0.958223162347964,0.916975145425701,1,1,1,TRUE
"vaccination","CD8_T","JUN",61,0.930142781597038,0.896509783183501,1,1,0.818181818181818,TRUE
"vaccination","CD8_T","CLOCK",61,0.975938656795346,0.94267583289265,1,1,0.818181818181818,TRUE
"vaccination","CD8_T","MAF",61,0.974405076679006,0.958276044420941,0.666666666666667,0.666666666666667,1,TRUE
"vaccination","CD8_T","ZNF281",61,0.958857747223691,0.899259650978318,1,1,1,TRUE
"vaccination","CD8_T","MECP2",61,0.963458487572713,0.920676890534109,0.666666666666667,0.666666666666667,1,TRUE
"vaccination","CD8_T","ZEB1",61,0.972554204124802,0.939238498149127,0.666666666666667,0.666666666666667,0.818181818181818,TRUE
"vaccination","CD8_T","REL",61,0.97451084082496,0.941248016922263,0.666666666666667,1,0.818181818181818,TRUE
"vaccination","CD8_T","KLF7",61,0.965785298783712,0.939555790586991,1,1,0.818181818181818,TRUE
"vaccination","CD8_T","TCF7L2",61,0.936647276573242,0.898043363299841,1,1,0.818181818181818,TRUE
"vaccination","CD8_T","FOSB",61,0.975039661554733,0.913749338974088,1,1,0.818181818181818,FALSE
"vaccination","CD8_T","STAT1",61,0.983289264939185,0.953833950290851,1,0.666666666666667,1,TRUE
"vaccination","CD8_T","NR3C1",61,0.967265996827076,0.92432575356954,1,0.666666666666667,1,TRUE
"vaccination","CD8_T","IRF1",61,0.970967741935484,0.951189846641988,1,1,1,TRUE
"vaccination","CD8_T","IRF4",61,0.953040719196192,0.91369645690111,1,1,1,TRUE
"vaccination","CD8_T","FOXD4L1",61,0.942305658381809,0.898677948175568,1,1,1,TRUE
"vaccination","CD8_T","TBX21",61,0.957641459545214,0.928397673188789,1,1,0.818181818181818,FALSE
"vaccination","CD8_T","FOS",61,0.953992596509783,0.952406134320465,1,0.666666666666667,1,TRUE
"severity","B_naive","CEBPZ",50,0.961392557022809,0.922689075630252,1,0.666666666666667,0.818181818181818,TRUE
"severity","B_naive","JUN",50,0.937382953181273,0.844033613445378,1,1,0.818181818181818,TRUE
"severity","B_naive","FOSB",50,0.928259303721489,0.868523409363745,0.666666666666667,0.666666666666667,1,TRUE
"severity","B_naive","HMGN3",50,0.931524609843938,0.862665066026411,0.666666666666667,0.666666666666667,0.666666666666667,TRUE
"severity","B_naive","HES1",50,0.910684273709484,0.856614645858343,0.666666666666667,1,0.818181818181818,TRUE
"severity","B_naive","JUNB",50,0.871692677070828,0.818487394957983,0.666666666666667,0.666666666666667,1,TRUE
"severity","B_naive","MBD2",50,0.949963985594238,0.929795918367347,1,1,0.666666666666667,TRUE
"severity","B_naive","NR4A2",50,0.924321728691477,0.814645858343337,1,1,1,FALSE
"severity","B_naive","FOS",50,0.934501800720288,0.77719087635054,1,0.666666666666667,0.818181818181818,FALSE
"severity","B_naive","POU2F2",50,0.927683073229292,0.871980792316927,1,0.666666666666667,0.818181818181818,TRUE
"severity","B_naive","MYBL2",50,0.956302521008403,0.841536614645858,0.428571428571429,0.428571428571429,0.818181818181818,TRUE
"severity","B_naive","MAZ",50,0.938247298919568,0.874573829531813,0.666666666666667,0.666666666666667,0.818181818181818,TRUE
"severity","B_naive","ZNF331",50,0.949771908763505,0.873517406962785,0.666666666666667,0.666666666666667,1,TRUE
"severity","B_naive","REL",50,0.887442977190876,0.788811524609844,1,0.666666666666667,1,TRUE
"severity","B_naive","GTF2I",50,0.937286914765906,0.870060024009604,1,1,0.818181818181818,TRUE
"severity","B_naive","TCF4",50,0.936806722689076,0.78516206482593,0.666666666666667,1,0.818181818181818,TRUE
"severity","B_naive","ZKSCAN1",50,0.925090036014406,0.868043217286915,1,0.428571428571429,0.666666666666667,TRUE
"severity","B_naive","MEF2A",50,0.910876350540216,0.840960384153661,1,1,0.538461538461538,TRUE
"severity","B_naive","E2F1",50,0.927394957983193,0.875438175270108,1,0.666666666666667,1,TRUE
"severity","B_naive","TFEC",50,0.921056422569028,0.821848739495798,1,1,0.818181818181818,TRUE
"severity","B_naive","IRF8",50,0.90405762304922,0.742424969987995,1,1,0.818181818181818,TRUE
"severity","B_naive","KLF10",50,0.918175270108043,0.860168067226891,1,1,0.818181818181818,FALSE
"severity","B_naive","ITGB2",50,0.966194477791117,0.8646818727491,1,0.666666666666667,0.818181818181818,TRUE
"severity","B_naive","ZNF148",50,0.926818727490996,0.852004801920768,0.666666666666667,0.428571428571429,0.818181818181818,TRUE
"severity","B_naive","RFX2",50,0.953517406962785,0.914333733493397,1,0.666666666666667,0.818181818181818,FALSE
"severity","B_naive","KLF3",50,0.89109243697479,0.803025210084034,1,0.666666666666667,1,TRUE
"severity","B_naive","ID1",50,0.95563025210084,0.816854741896759,1,1,0.818181818181818,TRUE
"severity","B_naive","SMARCA5",50,0.872845138055222,0.792076830732293,1,0.666666666666667,0.818181818181818,TRUE
"severity","B_naive","MEF2D",50,0.927587034813926,0.86516206482593,0.666666666666667,0.666666666666667,0.818181818181818,TRUE
"severity","B_naive","KLF9",50,0.920768307322929,0.759135654261705,0.666666666666667,0.666666666666667,0.666666666666667,TRUE
"severity","B_naive","BHLHE41",50,0.92,0.876974789915966,0.666666666666667,0.666666666666667,0.818181818181818,FALSE
"severity","B_naive","KLF13",50,0.963793517406963,0.924321728691477,1,0.666666666666667,1,TRUE
"severity","B_naive","HIF1A",50,0.814741896758703,0.661368547418968,1,0.666666666666667,0.666666666666667,TRUE
"severity","B_naive","RFX3",50,0.917214885954382,0.879759903961585,1,0.666666666666667,0.818181818181818,TRUE
"severity","B_naive","LYL1",50,0.926626650660264,0.848547418967587,0.428571428571429,0.666666666666667,0.818181818181818,TRUE
"severity","B_naive","CEBPD",50,0.924609843937575,0.87812725090036,0.666666666666667,0.666666666666667,0.818181818181818,TRUE
"severity","B_naive","XBP1",50,0.895222088835534,0.786890756302521,0.666666666666667,0.666666666666667,0.538461538461538,TRUE
"severity","B_naive","ENO1",50,0.793517406962785,0.657046818727491,0.666666666666667,1,0.666666666666667,TRUE
"severity","B_naive","ID2",50,0.840384153661465,0.756734693877551,1,1,0.818181818181818,TRUE
"severity","B_naive","KLF4",50,0.884657863145258,0.8031212484994,1,1,0.818181818181818,TRUE
"severity","B_naive","CEBPB",50,0.922016806722689,0.78343337334934,0.666666666666667,0.428571428571429,1,TRUE
"severity","B_naive","HES4",50,0.77968787515006,0.680672268907563,1,1,0.666666666666667,TRUE
"severity","B_naive","MYC",50,0.914621848739496,0.689795918367347,1,0.666666666666667,0.666666666666667,TRUE
"severity","B_naive","NHLH1",50,0.913853541416567,0.789963985594238,1,1,0.818181818181818,TRUE
"severity","B_naive","BACH1",50,0.883697478991597,0.822040816326531,1,0.666666666666667,0.666666666666667,TRUE
"severity","B_naive","MEF2C",50,0.929315726290516,0.796302521008403,0.666666666666667,0.666666666666667,0.538461538461538,TRUE
"severity","B_naive","ZNF770",50,0.9015606242497,0.827611044417767,0.666666666666667,0.666666666666667,0.818181818181818,TRUE
"severity","B_naive","HIVEP3",50,0.892917166866747,0.783529411764706,1,1,1,TRUE
"severity","B_naive","CTCF",50,0.907130852340936,0.835390156062425,1,1,0.818181818181818,TRUE
"severity","B_naive","FOXN3",50,0.952268907563025,0.923457382953181,1,0.666666666666667,1,TRUE
"severity","B_naive","IRF9",50,0.8831212484994,0.793517406962785,1,1,0.818181818181818,TRUE
"severity","B_naive","NFKB2",50,0.940264105642257,0.827899159663866,1,0.666666666666667,0.666666666666667,TRUE
"severity","B_naive","NFKB1",50,0.930372148859544,0.841728691476591,1,1,0.666666666666667,TRUE
"severity","B_naive","ZBTB1",50,0.962545018007203,0.918175270108043,0.666666666666667,0.666666666666667,0.666666666666667,TRUE
"severity","B_naive","ATF5",50,0.892148859543818,0.892821128451381,1,0.666666666666667,0.818181818181818,FALSE
"severity","B_naive","MYBL1",50,0.908763505402161,0.877551020408163,1,0.666666666666667,0.666666666666667,TRUE
"severity","B_naive","FOXO1",50,0.95515006002401,0.918655462184874,0.666666666666667,0.428571428571429,0.818181818181818,TRUE
"severity","B_naive","PRDM1",50,0.946506602641056,0.853637454981993,1,1,0.818181818181818,TRUE
"severity","B_naive","ELF1",50,0.956974789915966,0.856422569027611,1,0.666666666666667,0.538461538461538,TRUE
"severity","B_naive","NR3C1",50,0.938247298919568,0.849507803121249,1,1,0.666666666666667,TRUE
"severity","B_naive","CHD2",50,0.97234093637455,0.912412965186074,0.666666666666667,1,0.818181818181818,TRUE
"severity","HSPC","FOS",38,0.919684867053288,0.905022431338221,1,0.666666666666667,0.818181818181818,TRUE
"severity","HSPC","RXRA",38,0.921873290294343,0.873290294342926,0.666666666666667,0.666666666666667,0.818181818181818,TRUE
"severity","HSPC","EGR2",38,0.929532771638035,0.884670095196411,1,1,0.818181818181818,TRUE
"severity","HSPC","MAFF",38,0.976365028996608,0.957982273771747,1,1,1,FALSE
"severity","HSPC","NR4A2",38,0.955137323558376,0.919247182405077,1,0.666666666666667,0.818181818181818,TRUE
"severity","HSPC","JUNB",38,0.947477842214684,0.917496443812233,1,0.666666666666667,1,TRUE
"severity","HSPC","ZBTB7A",38,0.947915526862895,0.870007659481344,0.428571428571429,0.666666666666667,0.818181818181818,TRUE
"severity","HSPC","KLF11",38,0.957544589123536,0.887077360761571,0.666666666666667,0.666666666666667,0.818181818181818,TRUE
"severity","HSPC","RREB1",38,0.970675128569865,0.935222672064777,0.666666666666667,0.666666666666667,0.818181818181818,TRUE
"severity","HSPC","BCLAF1",38,0.964109858846701,0.848123427070795,0.666666666666667,1,0.818181818181818,FALSE
"severity","HSPC","TCFL5",38,0.963891016522595,0.805230331546121,1,1,0.818181818181818,TRUE
"severity","HSPC","MYC",38,0.950979319400372,0.905897800634643,1,1,0.666666666666667,TRUE
"severity","HSPC","SMAD2",38,0.924499398183609,0.897362949994529,0.666666666666667,0.666666666666667,1,TRUE
"severity","HSPC","MYBL2",38,0.956012692854798,0.926468979100558,0.666666666666667,1,0.666666666666667,TRUE
"severity","HSPC","GABPA",38,0.956669219827114,0.88904694167852,0.666666666666667,0.428571428571429,0.818181818181818,TRUE
"severity","HSPC","MYCN",38,0.934347302768355,0.910493489440858,1,1,0.818181818181818,TRUE
"severity","HSPC","NFIB",38,0.923405186563081,0.843965422912791,1,1,0.666666666666667,FALSE
"severity","HSPC","RUNX3",38,0.974614290403764,0.904147062041799,1,0.666666666666667,0.818181818181818,TRUE
"severity","HSPC","IRF8",38,0.958419958419958,0.887296203085677,1,1,0.666666666666667,TRUE
"severity","HSPC","KLF1",38,0.954043111937849,0.87985556406609,0.666666666666667,0.666666666666667,1,TRUE
"severity","HSPC","TCF3",38,0.96848670532881,0.970893970893971,0.428571428571429,0.666666666666667,1,TRUE
"severity","HSPC","HIF1A",38,0.949666265455739,0.876354086880403,0.666666666666667,0.666666666666667,0.818181818181818,TRUE
"severity","HSPC","E2F5",38,0.90896159317212,0.806981070138965,0.666666666666667,0.666666666666667,0.818181818181818,TRUE
"severity","HSPC","ITGB2",38,0.961702593281541,0.922310974942554,1,0.428571428571429,0.666666666666667,TRUE
"severity","HSPC","BATF",38,0.950979319400372,0.930408140934457,0.666666666666667,0.666666666666667,0.818181818181818,TRUE
"severity","HSPC","TFEB",38,0.959076485392275,0.889265784002626,0.666666666666667,0.666666666666667,0.818181818181818,TRUE
"severity","HSPC","LMO2",38,0.939161833898676,0.921435605646132,1,0.666666666666667,0.818181818181818,TRUE
"severity","HSPC","ID3",38,0.964328701170806,0.922748659590765,0.666666666666667,0.666666666666667,0.818181818181818,TRUE
"severity","HSPC","IKZF1",38,0.945289418973629,0.871539555750082,0.666666666666667,0.666666666666667,0.666666666666667,TRUE
"severity","HSPC","ATF4",38,0.941569099463836,0.862567020461757,1,1,0.818181818181818,FALSE
"severity","HSPC","NFIL3",38,0.937629937629938,0.897581792318634,0.428571428571429,0.666666666666667,0.818181818181818,TRUE
"severity","HSPC","SPI1",38,0.922748659590765,0.796914323230113,0.666666666666667,0.666666666666667,0.666666666666667,TRUE
"severity","HSPC","MAF",38,0.938724149250465,0.899113688587373,0.666666666666667,1,1,TRUE
"severity","HSPC","NFKB2",38,0.948572053835212,0.867819236240289,1,0.666666666666667,0.818181818181818,FALSE
"severity","HSPC","REL",38,0.964109858846701,0.900645584856111,1,1,0.818181818181818,TRUE
"severity","HSPC","PRDM1",38,0.967173651384178,0.891235364919575,1,1,1,TRUE
"severity","HSPC","KLF12",38,0.963453331874384,0.92493708283182,1,1,0.666666666666667,FALSE
"severity","HSPC","KLF6",38,0.905241273662326,0.745048692417113,0.666666666666667,0.666666666666667,0.666666666666667,TRUE
"severity","HSPC","LYL1",38,0.968924389977021,0.89539336907758,0.666666666666667,0.666666666666667,0.818181818181818,TRUE
"severity","HSPC","FOXO1",38,0.96126490863333,0.880730933362512,1,0.666666666666667,0.818181818181818,TRUE
"severity","HSPC","TCF7L2",38,0.937411095305832,0.905897800634643,1,0.25,0.818181818181818,TRUE
"severity","HSPC","FOXP1",38,0.944632892001313,0.884670095196411,0.666666666666667,0.666666666666667,0.818181818181818,TRUE
"severity","HSPC","FOXJ1",38,0.914870335922967,0.8004158004158,0.666666666666667,0.666666666666667,0.818181818181818,TRUE
"severity","HSPC","KLF10",38,0.959514170040486,0.921654447970237,1,0.666666666666667,0.818181818181818,TRUE
"severity","HSPC","CEBPA",38,0.947477842214684,0.898676003939162,0.666666666666667,0.666666666666667,0.818181818181818,TRUE
"severity","HSPC","GATA2",38,0.92975161396214,0.925593609804136,1,1,0.818181818181818,TRUE
"severity","HSPC","BATF3",38,0.976365028996608,0.870007659481344,1,0.666666666666667,0.818181818181818,TRUE
"severity","HSPC","BHLHE41",38,0.951417004048583,0.896049896049896,0.666666666666667,0.666666666666667,0.818181818181818,TRUE
"severity","HSPC","JUN",38,0.950322792428056,0.868038078564394,1,0.666666666666667,1,TRUE
"severity","HSPC","ZNF76",38,0.953167742641427,0.905241273662326,1,0.666666666666667,0.666666666666667,TRUE
"severity","HSPC","ETS1",38,0.949666265455739,0.893642630484736,1,1,0.818181818181818,TRUE
"severity","HSPC","ZNF740",38,0.926468979100558,0.882700514279462,1,1,0.538461538461538,TRUE
"severity","HSPC","HLF",38,0.909618120144436,0.821643505854032,1,0.666666666666667,1,TRUE
"severity","HSPC","MYBL1",38,0.956450377503009,0.891673049567786,0.666666666666667,0.428571428571429,0.818181818181818,TRUE
"severity","HSPC","SP100",38,0.960608381661013,0.85709596235912,0.666666666666667,0.666666666666667,0.818181818181818,TRUE
"severity","HSPC","BDP1",38,0.957106904475325,0.881606302658934,0.666666666666667,0.666666666666667,0.666666666666667,FALSE
"severity","HSPC","DMRTA1",38,0.945289418973629,0.878104825473246,1,0.666666666666667,0.818181818181818,TRUE
"severity","HSPC","NFE2L2",38,0.953824269613743,0.920779078673815,0.666666666666667,0.666666666666667,0.666666666666667,TRUE
"severity","HSPC","IRF7",38,0.910493489440858,0.849874165663639,0.428571428571429,0.428571428571429,0.818181818181818,TRUE
"severity","HSPC","HOXA5",38,0.946821315242368,0.840245103402998,1,1,0.666666666666667,FALSE
"severity","HSPC","POU2F2",38,0.940256045519203,0.84593500382974,1,1,1,TRUE
"severity","HSPC","FOXN3",38,0.963015647226173,0.938067622278149,1,0.666666666666667,0.818181818181818,FALSE
"severity","HSPC","CEBPB",38,0.915089178247073,0.801728854360433,0.666666666666667,0.428571428571429,0.818181818181818,TRUE
"severity","HSPC","NFATC4",38,0.95448079658606,0.903271692745377,1,1,0.818181818181818,TRUE
"severity","HSPC","STAT1",38,0.920779078673815,0.862785862785863,1,1,0.818181818181818,TRUE
"severity","HSPC","IRF9",38,0.938067622278149,0.781157675894518,1,0.666666666666667,0.666666666666667,TRUE
"severity","HSPC","ZNF143",38,0.940037203195098,0.899113688587373,0.666666666666667,0.666666666666667,0.818181818181818,TRUE
"severity","HSPC","ESRRA",38,0.964985228143123,0.938724149250465,0.666666666666667,1,0.818181818181818,TRUE
"severity","HSPC","GATA3",38,0.974395448079658,0.899989057883795,1,1,0.818181818181818,TRUE
"severity","HSPC","SMC3",38,0.924718240507714,0.841995841995842,0.666666666666667,0.666666666666667,0.666666666666667,TRUE
"severity","HSPC","ETS2",38,0.919028340080972,0.826676879308458,0.666666666666667,0.666666666666667,0.666666666666667,TRUE
"severity","HSPC","IKZF2",38,0.959076485392275,0.844621949885108,1,1,0.818181818181818,TRUE
"severity","HSPC","XBP1",38,0.94331983805668,0.888390414706204,1,0.666666666666667,1,TRUE
"severity","HSPC","BHLHE40",38,0.944632892001313,0.873290294342926,1,1,0.818181818181818,TRUE
"severity","HSPC","BCL11A",38,0.964985228143123,0.866725024619761,1,0.666666666666667,0.818181818181818,FALSE
"severity","HSPC","CHD2",38,0.941569099463836,0.923186344238976,1,0.666666666666667,0.818181818181818,FALSE
"severity","HSPC","KLF13",38,0.919903709377394,0.86388007440639,0.428571428571429,0.428571428571429,0.818181818181818,TRUE
"severity","HSPC","NR4A1",38,0.910712331764963,0.763431447641974,0.666666666666667,0.666666666666667,0.538461538461538,TRUE
"severity","HSPC","NR4A3",38,0.925593609804136,0.838494364810154,1,1,0.818181818181818,TRUE
"severity","HSPC","JUND",38,0.948790896159317,0.872633767370609,1,1,0.666666666666667,TRUE
"severity","HSPC","STAT3",38,0.945070576649524,0.912681912681913,1,1,1,TRUE
"severity","HSPC","BCL3",38,0.857533647007331,0.837400153189627,1,1,0.818181818181818,TRUE
"severity","HSPC","IRF4",38,0.970237443921654,0.941569099463836,0.666666666666667,1,0.818181818181818,TRUE
"severity","HSPC","MBD2",38,0.965641755115439,0.892986103512419,1,1,0.818181818181818,TRUE
"severity","HSPC","KLF5",38,0.93850530692636,0.888390414706204,1,1,1,FALSE
"severity","HSPC","IRF1",38,0.910931174089069,0.893204945836525,1,1,1,TRUE
"severity","HSPC","GATA1",38,0.960608381661013,0.919247182405077,1,0.666666666666667,0.818181818181818,FALSE
"severity","HSPC","KLF3",38,0.95251121566911,0.911587701061385,1,1,1,TRUE
"severity","HSPC","FOSB",38,0.954261954261954,0.928000875369296,1,0.666666666666667,0.818181818181818,TRUE
"severity","HSPC","FOSL2",38,0.950541634752161,0.91136885873728,1,1,0.818181818181818,TRUE
"severity","HSPC","ELF1",38,0.950760477076266,0.905678958310537,1,1,0.818181818181818,TRUE
"severity","HSPC","ATF3",38,0.948572053835212,0.936754568333516,0.666666666666667,0.666666666666667,0.818181818181818,TRUE
"severity","HSPC","NR3C1",38,0.94769668453879,0.916621074515811,1,0.666666666666667,1,TRUE
"severity","CD4_TCM","STAT3",46,0.963860622880049,0.945235892691952,1,0.666666666666667,1,TRUE
"severity","CD4_TCM","KLF9",46,0.950539623805119,0.902436016034536,0.666666666666667,0.666666666666667,0.818181818181818,TRUE
"severity","CD4_TCM","FOS",46,0.981375269811902,0.927844588344126,1,1,1,TRUE
"severity","CD4_TCM","JUND",46,0.965587419056429,0.95868023435091,0.666666666666667,0.666666666666667,0.818181818181818,TRUE
"severity","CD4_TCM","ETS1",46,0.947579401788467,0.89022510021585,1,1,0.818181818181818,TRUE
"severity","CD4_TCM","NFE2",46,0.959666975023127,0.951403021893308,0.666666666666667,0.666666666666667,1,TRUE
"severity","CD4_TCM","EHF",46,0.96768424298489,0.912796793092815,0.666666666666667,0.666666666666667,1,TRUE
"severity","CD4_TCM","ZNF143",46,0.955473327166204,0.92895467160037,0.666666666666667,0.666666666666667,0.818181818181818,TRUE
"severity","CD4_TCM","REST",46,0.950416281221091,0.924144310823312,0.666666666666667,1,0.818181818181818,TRUE
