p_val,avg_logFC,Severe/Mod (pct cell expr),Healthy (pct cells expr),p_val_adj,comp,gene,clust,pt,seurat_clusters,final
7.17E-45,0.287797783,0.71,0.497,2.41E-40,severe-mod_vs_Healthy_clust_1,FXYD5,1,severe-mod,1,NK
8.01E-45,0.290264308,0.331,0.162,2.69E-40,severe-mod_vs_Healthy_clust_1,ARID5B,1,severe-mod,1,NK
1.20E-44,0.284917075,0.522,0.306,4.01E-40,severe-mod_vs_Healthy_clust_1,UBE2L6,1,severe-mod,1,NK
2.16E-44,0.298328143,0.697,0.475,7.25E-40,severe-mod_vs_Healthy_clust_1,DDX6,1,severe-mod,1,NK
2.66E-44,0.307086978,0.78,0.613,8.92E-40,severe-mod_vs_Healthy_clust_1,GNAS,1,severe-mod,1,NK
1.32E-43,0.278857308,0.574,0.353,4.41E-39,severe-mod_vs_Healthy_clust_1,STAT3,1,severe-mod,1,NK
1.80E-43,0.267427183,0.312,0.15,6.05E-39,severe-mod_vs_Healthy_clust_1,EML4,1,severe-mod,1,NK
2.83E-43,-0.422408505,0.799,0.856,9.51E-39,severe-mod_vs_Healthy_clust_1,CCL4,1,severe-mod,1,NK
9.90E-43,0.276504286,0.841,0.694,3.32E-38,severe-mod_vs_Healthy_clust_1,TGFB1,1,severe-mod,1,NK
1.06E-42,0.281770074,0.571,0.355,3.56E-38,severe-mod_vs_Healthy_clust_1,TAP1,1,severe-mod,1,NK
1.73E-42,-0.256728348,0.854,0.917,5.79E-38,severe-mod_vs_Healthy_clust_1,JUNB,1,severe-mod,1,NK
4.54E-42,0.264427731,0.826,0.631,1.52E-37,severe-mod_vs_Healthy_clust_1,SRRM2,1,severe-mod,1,NK
2.34E-41,0.25368436,0.405,0.219,7.85E-37,severe-mod_vs_Healthy_clust_1,TMEM123,1,severe-mod,1,NK
2.98E-41,0.291875832,0.802,0.636,1.00E-36,severe-mod_vs_Healthy_clust_1,PPDPF,1,severe-mod,1,NK
3.97E-41,0.259656221,0.538,0.319,1.33E-36,severe-mod_vs_Healthy_clust_1,OGA,1,severe-mod,1,NK
3.99E-41,-0.262341908,0.82,0.849,1.34E-36,severe-mod_vs_Healthy_clust_1,RPL23,1,severe-mod,1,NK
1.00E-40,0.256647494,0.288,0.138,3.37E-36,severe-mod_vs_Healthy_clust_1,DTX3L,1,severe-mod,1,NK
7.58E-39,0.28331365,0.722,0.522,2.54E-34,severe-mod_vs_Healthy_clust_1,TRA2B,1,severe-mod,1,NK
1.63E-38,0.379344799,0.42,0.247,5.47E-34,severe-mod_vs_Healthy_clust_1,SELL,1,severe-mod,1,NK
3.07E-37,0.337632243,0.341,0.191,1.03E-32,severe-mod_vs_Healthy_clust_1,TSPYL2,1,severe-mod,1,NK
3.18E-37,0.253821912,0.462,0.274,1.07E-32,severe-mod_vs_Healthy_clust_1,ZBTB1,1,severe-mod,1,NK
9.10E-37,0.268951262,0.496,0.303,3.05E-32,severe-mod_vs_Healthy_clust_1,HSH2D,1,severe-mod,1,NK
1.22E-36,0.260809826,0.506,0.305,4.08E-32,severe-mod_vs_Healthy_clust_1,SETX,1,severe-mod,1,NK
2.07E-36,0.256987822,0.573,0.377,6.95E-32,severe-mod_vs_Healthy_clust_1,CEBPB,1,severe-mod,1,NK
2.39E-36,0.329033305,0.797,0.658,8.02E-32,severe-mod_vs_Healthy_clust_1,HSPA5,1,severe-mod,1,NK
8.19E-36,-0.302164887,0.768,0.831,2.75E-31,severe-mod_vs_Healthy_clust_1,CLIC3,1,severe-mod,1,NK
1.16E-35,0.25474214,0.472,0.283,3.90E-31,severe-mod_vs_Healthy_clust_1,ATF7IP,1,severe-mod,1,NK
2.11E-35,0.261105517,0.555,0.357,7.08E-31,severe-mod_vs_Healthy_clust_1,HMGB2,1,severe-mod,1,NK
9.44E-34,-0.350293709,0.406,0.526,3.17E-29,severe-mod_vs_Healthy_clust_1,CD160,1,severe-mod,1,NK
1.49E-33,0.261879565,0.693,0.499,5.01E-29,severe-mod_vs_Healthy_clust_1,SFPQ,1,severe-mod,1,NK
4.53E-33,0.259268673,0.849,0.735,1.52E-28,severe-mod_vs_Healthy_clust_1,GZMH,1,severe-mod,1,NK
3.36E-32,-0.257866637,0.689,0.74,1.13E-27,severe-mod_vs_Healthy_clust_1,MT-ND4L,1,severe-mod,1,NK
1.93E-31,0.250709422,0.458,0.285,6.46E-27,severe-mod_vs_Healthy_clust_1,CCND2,1,severe-mod,1,NK
2.05E-31,0.288273434,0.437,0.27,6.88E-27,severe-mod_vs_Healthy_clust_1,TNFAIP3,1,severe-mod,1,NK
7.28E-31,0.2682697,0.436,0.269,2.44E-26,severe-mod_vs_Healthy_clust_1,PARP14,1,severe-mod,1,NK
1.11E-30,0.278125202,0.702,0.531,3.74E-26,severe-mod_vs_Healthy_clust_1,IFI16,1,severe-mod,1,NK
5.40E-29,0.330521283,0.719,0.575,1.81E-24,severe-mod_vs_Healthy_clust_1,S100A11,1,severe-mod,1,NK
6.17E-29,-0.320898187,0.476,0.54,2.07E-24,severe-mod_vs_Healthy_clust_1,PTGDR,1,severe-mod,1,NK
1.81E-28,-0.276911471,0.573,0.637,6.08E-24,severe-mod_vs_Healthy_clust_1,TUBA1B,1,severe-mod,1,NK
1.94E-28,0.258542724,0.369,0.224,6.49E-24,severe-mod_vs_Healthy_clust_1,PMAIP1,1,severe-mod,1,NK
1.25E-27,0.261102947,0.81,0.685,4.21E-23,severe-mod_vs_Healthy_clust_1,CALR,1,severe-mod,1,NK
4.01E-27,0.310560329,0.831,0.731,1.35E-22,severe-mod_vs_Healthy_clust_1,ZFP36,1,severe-mod,1,NK
7.99E-27,-0.393790959,0.225,0.334,2.68E-22,severe-mod_vs_Healthy_clust_1,LYZ,1,severe-mod,1,NK
2.23E-26,-0.337794855,0.362,0.46,7.48E-22,severe-mod_vs_Healthy_clust_1,IER5,1,severe-mod,1,NK
4.78E-25,-0.291994166,0.283,0.379,1.60E-20,severe-mod_vs_Healthy_clust_1,PLEKHF1,1,severe-mod,1,NK
2.60E-19,0.267847938,0.616,0.464,8.72E-15,severe-mod_vs_Healthy_clust_1,BAX,1,severe-mod,1,NK
3.73E-18,-0.268047353,0.169,0.251,1.25E-13,severe-mod_vs_Healthy_clust_1,COQ7,1,severe-mod,1,NK
4.79E-15,0.26321929,0.701,0.603,1.61E-10,severe-mod_vs_Healthy_clust_1,NFKBIA,1,severe-mod,1,NK
0,0.834580844,0.426,0.016,0,severe-mod_vs_Healthy_clust_2,JCHAIN,2,severe-mod,2,CD8
0,-0.336524151,1,1,0,severe-mod_vs_Healthy_clust_2,RPS3,2,severe-mod,2,CD8
0,-0.370709107,0.999,1,0,severe-mod_vs_Healthy_clust_2,RPS2,2,severe-mod,2,CD8
0,-0.371805597,0.999,1,0,severe-mod_vs_Healthy_clust_2,RPL13,2,severe-mod,2,CD8
0,-0.387059328,0.999,1,0,severe-mod_vs_Healthy_clust_2,RPS3A,2,severe-mod,2,CD8
0,-0.398717954,1,1,0,severe-mod_vs_Healthy_clust_2,RPL10,2,severe-mod,2,CD8
0,-0.398818143,0.998,1,0,severe-mod_vs_Healthy_clust_2,RPL3,2,severe-mod,2,CD8
0,-0.406297564,1,1,0,severe-mod_vs_Healthy_clust_2,RPS27A,2,severe-mod,2,CD8
0,-0.428956034,0.999,1,0,severe-mod_vs_Healthy_clust_2,RPS18,2,severe-mod,2,CD8
0,-0.432085794,0.999,1,0,severe-mod_vs_Healthy_clust_2,RPS14,2,severe-mod,2,CD8
8.91E-287,-0.433032982,0.996,0.999,2.99E-282,severe-mod_vs_Healthy_clust_2,MT-ND1,2,severe-mod,2,CD8
6.04E-274,-0.335192986,1,1,2.03E-269,severe-mod_vs_Healthy_clust_2,RPS12,2,severe-mod,2,CD8
2.51E-270,-0.345941163,0.993,0.997,8.41E-266,severe-mod_vs_Healthy_clust_2,RPL29,2,severe-mod,2,CD8
5.23E-269,-0.390035977,0.994,0.999,1.75E-264,severe-mod_vs_Healthy_clust_2,RPL21,2,severe-mod,2,CD8
1.19E-266,-0.302824141,0.998,1,3.98E-262,severe-mod_vs_Healthy_clust_2,RPL19,2,severe-mod,2,CD8
1.89E-256,0.983653467,0.361,0.03,6.33E-252,severe-mod_vs_Healthy_clust_2,IFI44L,2,severe-mod,2,CD8
5.03E-250,0.649353593,0.994,0.965,1.69E-245,severe-mod_vs_Healthy_clust_2,TXNIP,2,severe-mod,2,CD8
5.55E-249,0.958921261,0.615,0.24,1.86E-244,severe-mod_vs_Healthy_clust_2,XAF1,2,severe-mod,2,CD8
3.82E-248,-0.358072636,0.994,0.997,1.28E-243,severe-mod_vs_Healthy_clust_2,RPS9,2,severe-mod,2,CD8
2.47E-246,-0.307607773,1,0.999,8.28E-242,severe-mod_vs_Healthy_clust_2,RPS19,2,severe-mod,2,CD8
2.15E-241,-0.350338727,0.998,1,7.21E-237,severe-mod_vs_Healthy_clust_2,TPT1,2,severe-mod,2,CD8
1.99E-233,-0.323330343,0.999,0.999,6.68E-229,severe-mod_vs_Healthy_clust_2,RPL23A,2,severe-mod,2,CD8
4.27E-229,-0.294042894,0.998,0.999,1.43E-224,severe-mod_vs_Healthy_clust_2,RPS23,2,severe-mod,2,CD8
4.60E-228,-0.276786023,0.999,1,1.54E-223,severe-mod_vs_Healthy_clust_2,RPS7,2,severe-mod,2,CD8
4.03E-222,-0.276787069,0.998,1,1.35E-217,severe-mod_vs_Healthy_clust_2,RPL7A,2,severe-mod,2,CD8
3.28E-219,-0.293576058,0.999,0.999,1.10E-214,severe-mod_vs_Healthy_clust_2,RPL34,2,severe-mod,2,CD8
5.77E-219,-0.297156921,0.998,0.999,1.93E-214,severe-mod_vs_Healthy_clust_2,RPL18,2,severe-mod,2,CD8
2.67E-212,0.902783486,0.438,0.106,8.94E-208,severe-mod_vs_Healthy_clust_2,MX1,2,severe-mod,2,CD8
6.70E-208,-0.293121522,0.999,0.999,2.25E-203,severe-mod_vs_Healthy_clust_2,RPLP2,2,severe-mod,2,CD8
4.62E-205,-0.271179567,0.998,1,1.55E-200,severe-mod_vs_Healthy_clust_2,RPL11,2,severe-mod,2,CD8
1.31E-193,-0.393875287,0.992,1,4.41E-189,severe-mod_vs_Healthy_clust_2,MT-CYB,2,severe-mod,2,CD8
8.64E-186,-0.330579216,0.998,0.998,2.90E-181,severe-mod_vs_Healthy_clust_2,RPS6,2,severe-mod,2,CD8
4.03E-185,-0.255396328,0.998,0.999,1.35E-180,severe-mod_vs_Healthy_clust_2,RPL26,2,severe-mod,2,CD8
9.96E-185,-0.307007303,1,1,3.34E-180,severe-mod_vs_Healthy_clust_2,MT-ATP6,2,severe-mod,2,CD8
2.45E-184,-0.319704859,0.992,0.998,8.20E-180,severe-mod_vs_Healthy_clust_2,RPL10A,2,severe-mod,2,CD8
1.36E-183,-0.39582067,0.997,0.998,4.56E-179,severe-mod_vs_Healthy_clust_2,RPL13A,2,severe-mod,2,CD8
3.84E-178,-0.389537314,0.956,0.986,1.29E-173,severe-mod_vs_Healthy_clust_2,EEF1B2,2,severe-mod,2,CD8
8.24E-175,-0.255597466,1,1,2.76E-170,severe-mod_vs_Healthy_clust_2,EEF1A1,2,severe-mod,2,CD8
3.83E-173,0.973634605,0.573,0.277,1.28E-168,severe-mod_vs_Healthy_clust_2,IFI6,2,severe-mod,2,CD8
3.60E-168,-0.330602359,0.996,0.998,1.21E-163,severe-mod_vs_Healthy_clust_2,RPL9,2,severe-mod,2,CD8
2.66E-167,-0.366326405,0.987,1,8.92E-163,severe-mod_vs_Healthy_clust_2,MT-ND3,2,severe-mod,2,CD8
2.39E-160,0.665579334,0.511,0.213,8.01E-156,severe-mod_vs_Healthy_clust_2,EIF2AK2,2,severe-mod,2,CD8
2.56E-160,-0.280675251,0.998,0.999,8.60E-156,severe-mod_vs_Healthy_clust_2,RPS8,2,severe-mod,2,CD8
2.52E-156,-0.25684876,0.998,0.999,8.45E-152,severe-mod_vs_Healthy_clust_2,RPL18A,2,severe-mod,2,CD8
1.14E-154,-0.485718322,0.946,0.968,3.84E-150,severe-mod_vs_Healthy_clust_2,RPL27A,2,severe-mod,2,CD8
2.49E-153,-0.375081759,0.963,0.983,8.35E-149,severe-mod_vs_Healthy_clust_2,RPL7,2,severe-mod,2,CD8
9.80E-152,-0.271297041,0.99,0.997,3.29E-147,severe-mod_vs_Healthy_clust_2,NACA,2,severe-mod,2,CD8
4.45E-151,-0.327900149,0.987,0.998,1.49E-146,severe-mod_vs_Healthy_clust_2,MT-ND2,2,severe-mod,2,CD8
1.34E-146,-0.452322774,0.953,0.976,4.49E-142,severe-mod_vs_Healthy_clust_2,RPS20,2,severe-mod,2,CD8
1.67E-146,0.694243174,0.689,0.41,5.59E-142,severe-mod_vs_Healthy_clust_2,HIST1H1E,2,severe-mod,2,CD8
3.30E-143,-0.266565575,1,1,1.11E-138,severe-mod_vs_Healthy_clust_2,RPLP1,2,severe-mod,2,CD8
2.60E-142,-0.353436261,0.97,0.988,8.73E-138,severe-mod_vs_Healthy_clust_2,RPS11,2,severe-mod,2,CD8
1.68E-141,-0.266758284,0.994,0.998,5.64E-137,severe-mod_vs_Healthy_clust_2,UBA52,2,severe-mod,2,CD8
1.54E-138,-0.283144627,0.993,0.999,5.17E-134,severe-mod_vs_Healthy_clust_2,MT-ND4,2,severe-mod,2,CD8
1.15E-137,-0.548885507,0.391,0.698,3.86E-133,severe-mod_vs_Healthy_clust_2,IER5,2,severe-mod,2,CD8
3.22E-135,-0.33605446,0.926,0.978,1.08E-130,severe-mod_vs_Healthy_clust_2,RPL4,2,severe-mod,2,CD8
1.80E-133,0.482529433,0.866,0.734,6.02E-129,severe-mod_vs_Healthy_clust_2,RNF213,2,severe-mod,2,CD8
1.11E-130,0.623942951,0.763,0.532,3.71E-126,severe-mod_vs_Healthy_clust_2,MT2A,2,severe-mod,2,CD8
2.19E-130,0.536034904,0.736,0.517,7.34E-126,severe-mod_vs_Healthy_clust_2,SP100,2,severe-mod,2,CD8
1.64E-128,-0.466629358,0.745,0.913,5.50E-124,severe-mod_vs_Healthy_clust_2,NFKBIA,2,severe-mod,2,CD8
4.08E-122,0.447354441,0.841,0.671,1.37E-117,severe-mod_vs_Healthy_clust_2,ETS1,2,severe-mod,2,CD8
3.30E-121,-0.329267945,0.924,0.974,1.11E-116,severe-mod_vs_Healthy_clust_2,TOMM7,2,severe-mod,2,CD8
8.94E-121,-0.276657431,0.998,1,3.00E-116,severe-mod_vs_Healthy_clust_2,MT-CO1,2,severe-mod,2,CD8
3.81E-120,-0.382746714,0.751,0.941,1.28E-115,severe-mod_vs_Healthy_clust_2,DUSP1,2,severe-mod,2,CD8
2.27E-115,-0.428556605,0.824,0.957,7.61E-111,severe-mod_vs_Healthy_clust_2,FOS,2,severe-mod,2,CD8
1.89E-114,0.455031643,0.275,0.065,6.35E-110,severe-mod_vs_Healthy_clust_2,OAS1,2,severe-mod,2,CD8
1.02E-112,1.099416846,0.637,0.443,3.43E-108,severe-mod_vs_Healthy_clust_2,ISG15,2,severe-mod,2,CD8
3.77E-111,-0.372617836,0.907,0.97,1.27E-106,severe-mod_vs_Healthy_clust_2,JUNB,2,severe-mod,2,CD8
1.14E-110,-0.355884357,0.893,0.987,3.81E-106,severe-mod_vs_Healthy_clust_2,JUND,2,severe-mod,2,CD8
8.23E-110,0.527849987,0.379,0.147,2.76E-105,severe-mod_vs_Healthy_clust_2,IRF7,2,severe-mod,2,CD8
3.83E-109,0.448183133,0.875,0.739,1.29E-104,severe-mod_vs_Healthy_clust_2,SYNE2,2,severe-mod,2,CD8
2.48E-102,-0.255463119,0.982,0.993,8.31E-98,severe-mod_vs_Healthy_clust_2,RPS5,2,severe-mod,2,CD8
4.62E-102,0.512265649,0.352,0.131,1.55E-97,severe-mod_vs_Healthy_clust_2,EPSTI1,2,severe-mod,2,CD8
1.99E-97,0.486110431,0.721,0.535,6.69E-93,severe-mod_vs_Healthy_clust_2,PIK3R1,2,severe-mod,2,CD8
4.65E-93,0.441559607,0.712,0.521,1.56E-88,severe-mod_vs_Healthy_clust_2,SMCHD1,2,severe-mod,2,CD8
4.31E-91,0.530802079,0.76,0.629,1.44E-86,severe-mod_vs_Healthy_clust_2,ISG20,2,severe-mod,2,CD8
3.18E-88,0.435223603,0.697,0.468,1.07E-83,severe-mod_vs_Healthy_clust_2,HLA-DRB1,2,severe-mod,2,CD8
4.44E-88,0.360244986,0.797,0.643,1.49E-83,severe-mod_vs_Healthy_clust_2,MBNL1,2,severe-mod,2,CD8
2.03E-86,0.467160017,0.868,0.788,6.80E-82,severe-mod_vs_Healthy_clust_2,LY6E,2,severe-mod,2,CD8
6.60E-85,0.462366731,0.416,0.203,2.22E-80,severe-mod_vs_Healthy_clust_2,SAMD9L,2,severe-mod,2,CD8
9.35E-85,-0.276141972,0.957,0.979,3.14E-80,severe-mod_vs_Healthy_clust_2,RPLP0,2,severe-mod,2,CD8
1.41E-84,0.254840358,0.994,0.988,4.74E-80,severe-mod_vs_Healthy_clust_2,IL32,2,severe-mod,2,CD8
1.40E-83,0.396367497,0.692,0.499,4.70E-79,severe-mod_vs_Healthy_clust_2,DDX6,2,severe-mod,2,CD8
1.21E-82,-0.605349047,0.176,0.406,4.04E-78,severe-mod_vs_Healthy_clust_2,RPS4Y1,2,severe-mod,2,CD8
6.76E-81,0.405862569,0.682,0.494,2.27E-76,severe-mod_vs_Healthy_clust_2,PRPF4B,2,severe-mod,2,CD8
3.52E-80,0.390615943,0.349,0.151,1.18E-75,severe-mod_vs_Healthy_clust_2,SAMSN1,2,severe-mod,2,CD8
4.85E-77,0.418435818,0.269,0.095,1.63E-72,severe-mod_vs_Healthy_clust_2,PLSCR1,2,severe-mod,2,CD8
1.05E-76,0.415414417,0.328,0.14,3.51E-72,severe-mod_vs_Healthy_clust_2,PARP9,2,severe-mod,2,CD8
1.21E-76,0.365655391,0.781,0.623,4.05E-72,severe-mod_vs_Healthy_clust_2,CLEC2D,2,severe-mod,2,CD8
2.64E-76,0.407669768,0.649,0.462,8.84E-72,severe-mod_vs_Healthy_clust_2,UTRN,2,severe-mod,2,CD8
5.55E-76,0.438760375,0.521,0.318,1.86E-71,severe-mod_vs_Healthy_clust_2,STAT1,2,severe-mod,2,CD8
2.27E-75,0.407825699,0.588,0.396,7.62E-71,severe-mod_vs_Healthy_clust_2,ADAR,2,severe-mod,2,CD8
5.03E-75,0.457688125,0.533,0.335,1.69E-70,severe-mod_vs_Healthy_clust_2,SAMD9,2,severe-mod,2,CD8
5.69E-74,0.339324601,0.83,0.691,1.91E-69,severe-mod_vs_Healthy_clust_2,RIPOR2,2,severe-mod,2,CD8
9.71E-73,-0.28945849,0.843,0.959,3.26E-68,severe-mod_vs_Healthy_clust_2,JUN,2,severe-mod,2,CD8
5.63E-72,-0.315557371,0.815,0.923,1.89E-67,severe-mod_vs_Healthy_clust_2,IER2,2,severe-mod,2,CD8
1.50E-69,0.41340692,0.615,0.431,5.05E-65,severe-mod_vs_Healthy_clust_2,IFI16,2,severe-mod,2,CD8
2.80E-68,0.376550597,0.469,0.272,9.40E-64,severe-mod_vs_Healthy_clust_2,SYTL3,2,severe-mod,2,CD8
2.09E-66,0.307010842,0.856,0.75,7.00E-62,severe-mod_vs_Healthy_clust_2,HNRNPU,2,severe-mod,2,CD8
5.13E-64,0.330207109,0.817,0.709,1.72E-59,severe-mod_vs_Healthy_clust_2,DDX24,2,severe-mod,2,CD8
5.32E-64,0.310692739,0.912,0.838,1.79E-59,severe-mod_vs_Healthy_clust_2,LCP1,2,severe-mod,2,CD8
6.60E-64,-0.374729389,0.36,0.562,2.21E-59,severe-mod_vs_Healthy_clust_2,SERTAD1,2,severe-mod,2,CD8
2.18E-62,0.408877334,0.589,0.415,7.32E-58,severe-mod_vs_Healthy_clust_2,MYBL1,2,severe-mod,2,CD8
9.78E-62,0.352214458,0.623,0.453,3.28E-57,severe-mod_vs_Healthy_clust_2,SAMHD1,2,severe-mod,2,CD8
5.38E-61,-0.274815985,0.894,0.94,1.80E-56,severe-mod_vs_Healthy_clust_2,RPL23,2,severe-mod,2,CD8
2.37E-60,0.407950414,0.488,0.317,7.94E-56,severe-mod_vs_Healthy_clust_2,TRIM22,2,severe-mod,2,CD8
1.41E-57,0.392527892,0.288,0.131,4.74E-53,severe-mod_vs_Healthy_clust_2,MX2,2,severe-mod,2,CD8
9.65E-57,0.281275664,0.834,0.732,3.23E-52,severe-mod_vs_Healthy_clust_2,SRRM2,2,severe-mod,2,CD8
1.40E-56,0.322422538,0.609,0.44,4.68E-52,severe-mod_vs_Healthy_clust_2,RNF125,2,severe-mod,2,CD8
2.45E-55,0.32768908,0.598,0.433,8.20E-51,severe-mod_vs_Healthy_clust_2,VPS13C,2,severe-mod,2,CD8
4.31E-54,0.285337852,0.777,0.64,1.45E-49,severe-mod_vs_Healthy_clust_2,SF3B1,2,severe-mod,2,CD8
3.18E-53,0.313934092,0.739,0.613,1.07E-48,severe-mod_vs_Healthy_clust_2,SAMD3,2,severe-mod,2,CD8
5.26E-53,0.436444521,0.74,0.635,1.76E-48,severe-mod_vs_Healthy_clust_2,GZMB,2,severe-mod,2,CD8
6.56E-53,0.317563515,0.646,0.487,2.20E-48,severe-mod_vs_Healthy_clust_2,BTN3A2,2,severe-mod,2,CD8
1.95E-52,0.250971262,0.914,0.862,6.54E-48,severe-mod_vs_Healthy_clust_2,RBM39,2,severe-mod,2,CD8
3.18E-51,0.299894226,0.697,0.558,1.07E-46,severe-mod_vs_Healthy_clust_2,HCLS1,2,severe-mod,2,CD8
3.42E-51,-0.335010501,0.144,0.309,1.15E-46,severe-mod_vs_Healthy_clust_2,RGCC,2,severe-mod,2,CD8
4.51E-51,0.34126046,0.597,0.439,1.51E-46,severe-mod_vs_Healthy_clust_2,SLFN5,2,severe-mod,2,CD8
1.95E-50,0.396225837,0.412,0.251,6.54E-46,severe-mod_vs_Healthy_clust_2,HIST1H1C,2,severe-mod,2,CD8
2.76E-50,0.309477649,0.61,0.452,9.25E-46,severe-mod_vs_Healthy_clust_2,USP15,2,severe-mod,2,CD8
6.62E-50,-0.311879695,0.674,0.803,2.22E-45,severe-mod_vs_Healthy_clust_2,HOPX,2,severe-mod,2,CD8
9.56E-50,0.268905232,0.833,0.754,3.21E-45,severe-mod_vs_Healthy_clust_2,HNRNPA3,2,severe-mod,2,CD8
1.11E-49,0.289906031,0.26,0.119,3.73E-45,severe-mod_vs_Healthy_clust_2,DTX3L,2,severe-mod,2,CD8
1.90E-49,0.296129255,0.899,0.845,6.37E-45,severe-mod_vs_Healthy_clust_2,IFITM2,2,severe-mod,2,CD8
2.04E-49,0.326934923,0.686,0.551,6.83E-45,severe-mod_vs_Healthy_clust_2,ATM,2,severe-mod,2,CD8
1.52E-48,0.413375947,0.693,0.58,5.08E-44,severe-mod_vs_Healthy_clust_2,TRGC2,2,severe-mod,2,CD8
1.53E-48,0.29407138,0.674,0.517,5.14E-44,severe-mod_vs_Healthy_clust_2,ITGA4,2,severe-mod,2,CD8
1.46E-47,0.344985399,0.536,0.389,4.91E-43,severe-mod_vs_Healthy_clust_2,SP110,2,severe-mod,2,CD8
4.32E-47,0.358229028,0.801,0.71,1.45E-42,severe-mod_vs_Healthy_clust_2,PRF1,2,severe-mod,2,CD8
6.07E-45,0.304112285,0.678,0.534,2.03E-40,severe-mod_vs_Healthy_clust_2,KIAA1551,2,severe-mod,2,CD8
3.54E-44,0.34294332,0.542,0.396,1.19E-39,severe-mod_vs_Healthy_clust_2,ALOX5AP,2,severe-mod,2,CD8
5.41E-44,0.314219054,0.633,0.503,1.81E-39,severe-mod_vs_Healthy_clust_2,MACF1,2,severe-mod,2,CD8
5.59E-44,0.347273763,0.681,0.549,1.88E-39,severe-mod_vs_Healthy_clust_2,PLAC8,2,severe-mod,2,CD8
1.16E-43,0.325154584,0.334,0.19,3.89E-39,severe-mod_vs_Healthy_clust_2,SYTL2,2,severe-mod,2,CD8
2.46E-43,0.305703635,0.42,0.265,8.24E-39,severe-mod_vs_Healthy_clust_2,CEBPZ,2,severe-mod,2,CD8
6.91E-43,0.338704828,0.301,0.16,2.32E-38,severe-mod_vs_Healthy_clust_2,XCL2,2,severe-mod,2,CD8
1.01E-42,0.27039925,0.711,0.578,3.38E-38,severe-mod_vs_Healthy_clust_2,AKAP13,2,severe-mod,2,CD8
1.24E-42,0.296268578,0.712,0.6,4.17E-38,severe-mod_vs_Healthy_clust_2,HNRNPH1,2,severe-mod,2,CD8
1.26E-42,0.31519841,0.563,0.386,4.23E-38,severe-mod_vs_Healthy_clust_2,XIST,2,severe-mod,2,CD8
1.33E-41,0.254422658,0.887,0.834,4.48E-37,severe-mod_vs_Healthy_clust_2,CTSW,2,severe-mod,2,CD8
2.37E-41,0.344009841,0.428,0.285,7.95E-37,severe-mod_vs_Healthy_clust_2,ARID5B,2,severe-mod,2,CD8
2.59E-41,0.306628707,0.682,0.562,8.70E-37,severe-mod_vs_Healthy_clust_2,SYNE1,2,severe-mod,2,CD8
3.62E-41,0.272028074,0.811,0.712,1.21E-36,severe-mod_vs_Healthy_clust_2,FLNA,2,severe-mod,2,CD8
7.51E-41,0.250287478,0.787,0.692,2.52E-36,severe-mod_vs_Healthy_clust_2,PRRC2C,2,severe-mod,2,CD8
9.60E-41,0.277667952,0.633,0.505,3.22E-36,severe-mod_vs_Healthy_clust_2,WIPF1,2,severe-mod,2,CD8
1.02E-40,0.270979239,0.669,0.548,3.43E-36,severe-mod_vs_Healthy_clust_2,BZW1,2,severe-mod,2,CD8
3.01E-40,0.279724448,0.566,0.423,1.01E-35,severe-mod_vs_Healthy_clust_2,PARP8,2,severe-mod,2,CD8
1.75E-39,0.305769977,0.396,0.253,5.88E-35,severe-mod_vs_Healthy_clust_2,IRF9,2,severe-mod,2,CD8
1.77E-39,-0.260702457,0.542,0.696,5.92E-35,severe-mod_vs_Healthy_clust_2,BTG2,2,severe-mod,2,CD8
5.23E-39,-0.258500058,0.284,0.447,1.75E-34,severe-mod_vs_Healthy_clust_2,MYADM,2,severe-mod,2,CD8
7.63E-39,0.422937193,0.458,0.322,2.56E-34,severe-mod_vs_Healthy_clust_2,HIST1H1D,2,severe-mod,2,CD8
9.16E-39,0.514220721,0.527,0.416,3.07E-34,severe-mod_vs_Healthy_clust_2,IFITM1,2,severe-mod,2,CD8
1.17E-38,0.308132134,0.87,0.793,3.94E-34,severe-mod_vs_Healthy_clust_2,GNLY,2,severe-mod,2,CD8
1.46E-38,0.283086628,0.263,0.136,4.90E-34,severe-mod_vs_Healthy_clust_2,PDE3B,2,severe-mod,2,CD8
1.56E-38,0.275222892,0.363,0.223,5.22E-34,severe-mod_vs_Healthy_clust_2,SLFN12L,2,severe-mod,2,CD8
3.23E-38,0.28957373,0.285,0.156,1.08E-33,severe-mod_vs_Healthy_clust_2,OASL,2,severe-mod,2,CD8
6.99E-38,0.250776711,0.553,0.42,2.34E-33,severe-mod_vs_Healthy_clust_2,NDUFA13,2,severe-mod,2,CD8
7.53E-38,0.29190578,0.584,0.45,2.53E-33,severe-mod_vs_Healthy_clust_2,PYHIN1,2,severe-mod,2,CD8
9.29E-38,0.280158022,0.295,0.165,3.11E-33,severe-mod_vs_Healthy_clust_2,PDE4D,2,severe-mod,2,CD8
1.49E-37,0.304807141,0.322,0.192,4.99E-33,severe-mod_vs_Healthy_clust_2,ZBP1,2,severe-mod,2,CD8
4.56E-37,-0.271698006,0.575,0.699,1.53E-32,severe-mod_vs_Healthy_clust_2,TNFAIP3,2,severe-mod,2,CD8
4.64E-37,0.266963563,0.586,0.461,1.56E-32,severe-mod_vs_Healthy_clust_2,PTPN4,2,severe-mod,2,CD8
