p_val,avg_logFC,Severe/Mod (pct cell expr),Healthy (pct cells expr),p_val_adj,comp,gene,clust,pt,seurat_clusters,final
3.70E-31,0.339806226,0.778,0.635,1.24E-26,severe-mod_vs_Healthy_clust_3,H1FX,3,severe-mod,3,C MONO_1
5.60E-30,-0.276304936,0.21,0.376,1.88E-25,severe-mod_vs_Healthy_clust_3,CCR2,3,severe-mod,3,C MONO_1
7.84E-30,0.2563417,0.472,0.288,2.63E-25,severe-mod_vs_Healthy_clust_3,CR1,3,severe-mod,3,C MONO_1
7.89E-30,-0.286048686,0.436,0.557,2.65E-25,severe-mod_vs_Healthy_clust_3,SNHG8,3,severe-mod,3,C MONO_1
4.93E-29,0.263513663,0.622,0.446,1.65E-24,severe-mod_vs_Healthy_clust_3,MX2,3,severe-mod,3,C MONO_1
7.74E-29,0.276347153,0.557,0.363,2.60E-24,severe-mod_vs_Healthy_clust_3,ACSL1,3,severe-mod,3,C MONO_1
1.11E-28,-0.272661667,0.364,0.5,3.71E-24,severe-mod_vs_Healthy_clust_3,FRAT2,3,severe-mod,3,C MONO_1
3.29E-28,-0.368007722,0.327,0.483,1.10E-23,severe-mod_vs_Healthy_clust_3,CYP1B1,3,severe-mod,3,C MONO_1
5.00E-28,0.260264823,0.639,0.461,1.68E-23,severe-mod_vs_Healthy_clust_3,TRIM22,3,severe-mod,3,C MONO_1
1.23E-27,-0.253841859,0.814,0.863,4.12E-23,severe-mod_vs_Healthy_clust_3,CD36,3,severe-mod,3,C MONO_1
1.67E-27,0.258378634,0.651,0.473,5.60E-23,severe-mod_vs_Healthy_clust_3,ETS2,3,severe-mod,3,C MONO_1
3.63E-27,0.251676305,0.999,1,1.22E-22,severe-mod_vs_Healthy_clust_3,S100A9,3,severe-mod,3,C MONO_1
9.76E-27,-0.28717786,0.188,0.343,3.27E-22,severe-mod_vs_Healthy_clust_3,ALDH1A1,3,severe-mod,3,C MONO_1
2.83E-26,-0.267309326,0.96,0.989,9.50E-22,severe-mod_vs_Healthy_clust_3,HLA-DRA,3,severe-mod,3,C MONO_1
4.77E-26,-0.253664647,0.481,0.597,1.60E-21,severe-mod_vs_Healthy_clust_3,HNMT,3,severe-mod,3,C MONO_1
7.10E-26,-0.262747344,0.404,0.523,2.38E-21,severe-mod_vs_Healthy_clust_3,IL13RA1,3,severe-mod,3,C MONO_1
1.28E-25,-0.250738165,0.473,0.591,4.31E-21,severe-mod_vs_Healthy_clust_3,LSM6,3,severe-mod,3,C MONO_1
5.38E-25,0.262002694,0.638,0.448,1.80E-20,severe-mod_vs_Healthy_clust_3,SLC25A37,3,severe-mod,3,C MONO_1
1.95E-24,0.257483959,0.511,0.341,6.55E-20,severe-mod_vs_Healthy_clust_3,NR4A1,3,severe-mod,3,C MONO_1
4.37E-24,0.3011144,0.75,0.631,1.47E-19,severe-mod_vs_Healthy_clust_3,CD300E,3,severe-mod,3,C MONO_1
3.65E-20,-0.30914447,0.64,0.734,1.23E-15,severe-mod_vs_Healthy_clust_3,IER3,3,severe-mod,3,C MONO_1
4.50E-20,0.257002237,0.738,0.617,1.51E-15,severe-mod_vs_Healthy_clust_3,WARS,3,severe-mod,3,C MONO_1
1.84E-19,-0.268603842,0.748,0.796,6.17E-15,severe-mod_vs_Healthy_clust_3,LGALS2,3,severe-mod,3,C MONO_1
2.78E-18,-0.303380734,0.437,0.547,9.31E-14,severe-mod_vs_Healthy_clust_3,AC103591.3,3,severe-mod,3,C MONO_1
9.03E-18,0.312037249,0.388,0.256,3.03E-13,severe-mod_vs_Healthy_clust_3,CXCL2,3,severe-mod,3,C MONO_1
1.98E-17,-0.255914457,0.491,0.576,6.65E-13,severe-mod_vs_Healthy_clust_3,KIAA1551,3,severe-mod,3,C MONO_1
4.08E-15,-0.337892265,0.553,0.636,1.37E-10,severe-mod_vs_Healthy_clust_3,CCL3,3,severe-mod,3,C MONO_1
1.85E-10,0.262355354,0.701,0.618,6.21E-06,severe-mod_vs_Healthy_clust_3,SGK1,3,severe-mod,3,C MONO_1
1.55E-06,0.276770438,0.453,0.384,0.05208354,severe-mod_vs_Healthy_clust_3,RETN,3,severe-mod,3,C MONO_1
0,2.71849602,0.638,0.011,0,severe-mod_vs_Healthy_clust_4,IFI27,4,severe-mod,4,NC MONO
7.42E-294,0.520185837,0.49,0.028,2.49E-289,severe-mod_vs_Healthy_clust_4,JCHAIN,4,severe-mod,4,NC MONO
1.52E-281,1.1591806,0.995,0.818,5.08E-277,severe-mod_vs_Healthy_clust_4,IFITM3,4,severe-mod,4,NC MONO
1.39E-232,-0.428452953,1,1,4.65E-228,severe-mod_vs_Healthy_clust_4,RPL10,4,severe-mod,4,NC MONO
2.57E-203,-0.465758016,0.999,0.999,8.62E-199,severe-mod_vs_Healthy_clust_4,RPS27,4,severe-mod,4,NC MONO
4.66E-200,-0.440407669,0.997,0.999,1.56E-195,severe-mod_vs_Healthy_clust_4,RPL9,4,severe-mod,4,NC MONO
4.91E-195,-0.431532628,0.999,1,1.65E-190,severe-mod_vs_Healthy_clust_4,RPS2,4,severe-mod,4,NC MONO
6.16E-186,-0.394645714,1,1,2.07E-181,severe-mod_vs_Healthy_clust_4,TPT1,4,severe-mod,4,NC MONO
2.72E-185,-0.468676288,0.999,0.999,9.13E-181,severe-mod_vs_Healthy_clust_4,RPS18,4,severe-mod,4,NC MONO
1.04E-179,-0.388139098,0.997,1,3.49E-175,severe-mod_vs_Healthy_clust_4,RPS3A,4,severe-mod,4,NC MONO
2.42E-179,0.34236585,1,1,8.13E-175,severe-mod_vs_Healthy_clust_4,TMSB10,4,severe-mod,4,NC MONO
6.06E-178,-0.463381647,0.999,1,2.03E-173,severe-mod_vs_Healthy_clust_4,RPS6,4,severe-mod,4,NC MONO
5.54E-177,-1.021696172,0.102,0.652,1.86E-172,severe-mod_vs_Healthy_clust_4,TMEM176B,4,severe-mod,4,NC MONO
2.86E-176,-0.67223496,0.196,0.855,9.58E-172,severe-mod_vs_Healthy_clust_4,HLA-DRB5,4,severe-mod,4,NC MONO
9.66E-176,-0.676256756,0.987,0.992,3.24E-171,severe-mod_vs_Healthy_clust_4,RPL27A,4,severe-mod,4,NC MONO
2.25E-167,-0.537470452,0.992,0.998,7.53E-163,severe-mod_vs_Healthy_clust_4,RPL13A,4,severe-mod,4,NC MONO
8.37E-160,-0.362195327,1,1,2.81E-155,severe-mod_vs_Healthy_clust_4,RPL13,4,severe-mod,4,NC MONO
3.33E-157,-0.42948749,0.994,0.998,1.12E-152,severe-mod_vs_Healthy_clust_4,RPL23A,4,severe-mod,4,NC MONO
5.36E-154,-0.487483842,0.965,0.995,1.80E-149,severe-mod_vs_Healthy_clust_4,EEF1B2,4,severe-mod,4,NC MONO
2.87E-148,-0.304936804,1,1,9.62E-144,severe-mod_vs_Healthy_clust_4,EEF1A1,4,severe-mod,4,NC MONO
2.58E-147,-0.355578133,0.993,0.999,8.66E-143,severe-mod_vs_Healthy_clust_4,RPL15,4,severe-mod,4,NC MONO
2.82E-146,-0.417392465,0.997,0.998,9.46E-142,severe-mod_vs_Healthy_clust_4,RPL3,4,severe-mod,4,NC MONO
9.10E-139,-0.841925618,0.09,0.594,3.05E-134,severe-mod_vs_Healthy_clust_4,HLA-DQA2,4,severe-mod,4,NC MONO
3.85E-138,0.709761277,0.947,0.704,1.29E-133,severe-mod_vs_Healthy_clust_4,CD63,4,severe-mod,4,NC MONO
7.76E-136,-0.39934315,0.985,0.998,2.60E-131,severe-mod_vs_Healthy_clust_4,RPL10A,4,severe-mod,4,NC MONO
7.55E-129,-0.3354995,0.999,0.999,2.53E-124,severe-mod_vs_Healthy_clust_4,RPL21,4,severe-mod,4,NC MONO
6.84E-123,-0.395031659,0.991,0.995,2.29E-118,severe-mod_vs_Healthy_clust_4,RPL27,4,severe-mod,4,NC MONO
5.51E-121,-0.29322766,1,1,1.85E-116,severe-mod_vs_Healthy_clust_4,RPL18A,4,severe-mod,4,NC MONO
4.72E-116,-0.437500251,0.982,0.991,1.58E-111,severe-mod_vs_Healthy_clust_4,RPL23,4,severe-mod,4,NC MONO
1.35E-114,-0.480943535,0.969,0.989,4.52E-110,severe-mod_vs_Healthy_clust_4,RPS20,4,severe-mod,4,NC MONO
1.84E-113,0.572542897,0.776,0.417,6.16E-109,severe-mod_vs_Healthy_clust_4,HIST1H1E,4,severe-mod,4,NC MONO
2.22E-113,-0.261288856,1,1,7.45E-109,severe-mod_vs_Healthy_clust_4,RPL34,4,severe-mod,4,NC MONO
1.94E-110,0.522177225,0.916,0.713,6.50E-106,severe-mod_vs_Healthy_clust_4,MIDN,4,severe-mod,4,NC MONO
1.59E-108,0.535795407,0.98,0.94,5.33E-104,severe-mod_vs_Healthy_clust_4,LY6E,4,severe-mod,4,NC MONO
3.70E-108,-0.339763361,0.989,0.998,1.24E-103,severe-mod_vs_Healthy_clust_4,RPL5,4,severe-mod,4,NC MONO
5.92E-106,-0.257633046,0.999,1,1.98E-101,severe-mod_vs_Healthy_clust_4,RPS9,4,severe-mod,4,NC MONO
1.87E-104,-0.587874207,0.92,0.986,6.27E-100,severe-mod_vs_Healthy_clust_4,HLA-DPB1,4,severe-mod,4,NC MONO
1.25E-103,-0.340936804,0.993,0.998,4.18E-99,severe-mod_vs_Healthy_clust_4,RPL7,4,severe-mod,4,NC MONO
2.33E-102,-0.301174829,0.995,1,7.82E-98,severe-mod_vs_Healthy_clust_4,RPS4X,4,severe-mod,4,NC MONO
1.09E-100,-0.266545677,0.997,0.999,3.66E-96,severe-mod_vs_Healthy_clust_4,RPL12,4,severe-mod,4,NC MONO
4.88E-100,0.368815103,0.3,0.055,1.64E-95,severe-mod_vs_Healthy_clust_4,TNNT1,4,severe-mod,4,NC MONO
5.12E-100,0.4330447,0.952,0.818,1.72E-95,severe-mod_vs_Healthy_clust_4,FMNL1,4,severe-mod,4,NC MONO
4.25E-98,0.450112225,0.98,0.931,1.42E-93,severe-mod_vs_Healthy_clust_4,LILRB2,4,severe-mod,4,NC MONO
6.78E-93,-0.312235974,0.994,0.997,2.27E-88,severe-mod_vs_Healthy_clust_4,RPS11,4,severe-mod,4,NC MONO
8.60E-93,0.532752632,0.912,0.69,2.88E-88,severe-mod_vs_Healthy_clust_4,HES4,4,severe-mod,4,NC MONO
1.20E-92,0.432563852,0.998,0.968,4.04E-88,severe-mod_vs_Healthy_clust_4,NAMPT,4,severe-mod,4,NC MONO
1.44E-92,-0.253702696,1,1,4.81E-88,severe-mod_vs_Healthy_clust_4,RPL6,4,severe-mod,4,NC MONO
1.37E-89,0.299707965,0.346,0.085,4.61E-85,severe-mod_vs_Healthy_clust_4,ELL2,4,severe-mod,4,NC MONO
5.36E-89,-0.260249206,0.992,0.999,1.80E-84,severe-mod_vs_Healthy_clust_4,RPL29,4,severe-mod,4,NC MONO
5.81E-88,-0.494014539,0.047,0.405,1.95E-83,severe-mod_vs_Healthy_clust_4,TMEM176A,4,severe-mod,4,NC MONO
1.36E-87,-0.353789226,0.956,0.98,4.55E-83,severe-mod_vs_Healthy_clust_4,TOMM7,4,severe-mod,4,NC MONO
2.27E-87,0.711619425,0.81,0.517,7.62E-83,severe-mod_vs_Healthy_clust_4,APOBEC3A,4,severe-mod,4,NC MONO
5.36E-86,0.486455066,0.667,0.341,1.80E-81,severe-mod_vs_Healthy_clust_4,KLF10,4,severe-mod,4,NC MONO
3.92E-85,-0.270272386,1,1,1.31E-80,severe-mod_vs_Healthy_clust_4,RPLP1,4,severe-mod,4,NC MONO
6.61E-85,-0.393146544,0.959,0.985,2.22E-80,severe-mod_vs_Healthy_clust_4,RPLP0,4,severe-mod,4,NC MONO
8.81E-85,-0.316217805,0.976,0.994,2.96E-80,severe-mod_vs_Healthy_clust_4,RPL4,4,severe-mod,4,NC MONO
4.56E-84,0.399830224,0.97,0.931,1.53E-79,severe-mod_vs_Healthy_clust_4,PPDPF,4,severe-mod,4,NC MONO
1.72E-82,0.275390146,1,1,5.75E-78,severe-mod_vs_Healthy_clust_4,FTH1,4,severe-mod,4,NC MONO
2.63E-82,-0.383346214,0.982,0.991,8.81E-78,severe-mod_vs_Healthy_clust_4,RPL38,4,severe-mod,4,NC MONO
5.05E-80,-0.258754165,1,1,1.69E-75,severe-mod_vs_Healthy_clust_4,RPS3,4,severe-mod,4,NC MONO
7.39E-80,0.440304583,0.997,0.994,2.48E-75,severe-mod_vs_Healthy_clust_4,NEAT1,4,severe-mod,4,NC MONO
1.74E-79,0.272770045,0.998,0.994,5.84E-75,severe-mod_vs_Healthy_clust_4,TPM3,4,severe-mod,4,NC MONO
7.31E-79,-0.305086677,0.986,0.994,2.45E-74,severe-mod_vs_Healthy_clust_4,RPS5,4,severe-mod,4,NC MONO
6.45E-77,-0.286459293,0.99,0.997,2.16E-72,severe-mod_vs_Healthy_clust_4,RPL35,4,severe-mod,4,NC MONO
1.89E-74,0.689374339,0.916,0.823,6.35E-70,severe-mod_vs_Healthy_clust_4,MT2A,4,severe-mod,4,NC MONO
1.87E-72,0.342230648,0.97,0.907,6.26E-68,severe-mod_vs_Healthy_clust_4,BLOC1S1,4,severe-mod,4,NC MONO
2.52E-72,0.419439308,0.924,0.778,8.46E-68,severe-mod_vs_Healthy_clust_4,ZBTB7A,4,severe-mod,4,NC MONO
1.17E-71,-0.283117057,0.998,0.997,3.94E-67,severe-mod_vs_Healthy_clust_4,RPL37A,4,severe-mod,4,NC MONO
2.04E-71,-0.421103992,0.985,0.996,6.84E-67,severe-mod_vs_Healthy_clust_4,HLA-DPA1,4,severe-mod,4,NC MONO
2.30E-71,0.296748814,0.42,0.151,7.70E-67,severe-mod_vs_Healthy_clust_4,IFITM1,4,severe-mod,4,NC MONO
2.51E-68,0.501333125,0.39,0.143,8.41E-64,severe-mod_vs_Healthy_clust_4,IFI44L,4,severe-mod,4,NC MONO
4.76E-64,-0.292646466,0.995,0.998,1.60E-59,severe-mod_vs_Healthy_clust_4,MT-ND3,4,severe-mod,4,NC MONO
2.62E-62,0.368542472,0.728,0.439,8.79E-58,severe-mod_vs_Healthy_clust_4,PIM3,4,severe-mod,4,NC MONO
6.26E-62,0.425365305,0.464,0.204,2.10E-57,severe-mod_vs_Healthy_clust_4,HIST1H1D,4,severe-mod,4,NC MONO
1.22E-61,0.26238916,0.303,0.089,4.08E-57,severe-mod_vs_Healthy_clust_4,ADM,4,severe-mod,4,NC MONO
1.17E-59,-0.292503416,0.999,0.999,3.93E-55,severe-mod_vs_Healthy_clust_4,MALAT1,4,severe-mod,4,NC MONO
1.37E-58,0.41520222,0.987,0.988,4.58E-54,severe-mod_vs_Healthy_clust_4,CFD,4,severe-mod,4,NC MONO
1.53E-57,0.288578297,0.531,0.257,5.12E-53,severe-mod_vs_Healthy_clust_4,GRASP,4,severe-mod,4,NC MONO
1.18E-56,0.263766031,0.339,0.116,3.94E-52,severe-mod_vs_Healthy_clust_4,CYP4F22,4,severe-mod,4,NC MONO
2.34E-56,0.382928119,0.912,0.787,7.86E-52,severe-mod_vs_Healthy_clust_4,LILRB1,4,severe-mod,4,NC MONO
2.09E-55,0.341938799,0.729,0.484,7.01E-51,severe-mod_vs_Healthy_clust_4,SNHG15,4,severe-mod,4,NC MONO
7.67E-54,-0.442635746,0.447,0.68,2.57E-49,severe-mod_vs_Healthy_clust_4,GIMAP7,4,severe-mod,4,NC MONO
1.77E-53,0.472967929,0.708,0.48,5.93E-49,severe-mod_vs_Healthy_clust_4,IFI6,4,severe-mod,4,NC MONO
3.48E-53,0.301967061,0.785,0.551,1.17E-48,severe-mod_vs_Healthy_clust_4,ARF5,4,severe-mod,4,NC MONO
3.61E-53,0.380584791,0.621,0.344,1.21E-48,severe-mod_vs_Healthy_clust_4,CDKN1A,4,severe-mod,4,NC MONO
2.14E-52,0.312235757,0.818,0.6,7.17E-48,severe-mod_vs_Healthy_clust_4,MYO9B,4,severe-mod,4,NC MONO
1.42E-51,0.253556619,0.383,0.158,4.76E-47,severe-mod_vs_Healthy_clust_4,ULK1,4,severe-mod,4,NC MONO
1.35E-49,0.349531022,0.976,0.898,4.54E-45,severe-mod_vs_Healthy_clust_4,NFKBIA,4,severe-mod,4,NC MONO
2.25E-49,0.379019515,0.753,0.539,7.54E-45,severe-mod_vs_Healthy_clust_4,ANXA4,4,severe-mod,4,NC MONO
7.15E-49,-0.256764277,0.97,0.986,2.40E-44,severe-mod_vs_Healthy_clust_4,CD48,4,severe-mod,4,NC MONO
7.75E-48,0.284058501,0.926,0.827,2.60E-43,severe-mod_vs_Healthy_clust_4,TCIRG1,4,severe-mod,4,NC MONO
9.38E-48,-0.262128977,0.964,0.977,3.15E-43,severe-mod_vs_Healthy_clust_4,RPL31,4,severe-mod,4,NC MONO
3.30E-47,0.426761822,0.968,0.943,1.11E-42,severe-mod_vs_Healthy_clust_4,TIMP1,4,severe-mod,4,NC MONO
8.14E-47,-0.401634535,0.875,0.967,2.73E-42,severe-mod_vs_Healthy_clust_4,S100A9,4,severe-mod,4,NC MONO
1.38E-45,-0.263982719,0.05,0.271,4.62E-41,severe-mod_vs_Healthy_clust_4,MTRNR2L1,4,severe-mod,4,NC MONO
1.57E-45,-0.309304153,0.637,0.803,5.27E-41,severe-mod_vs_Healthy_clust_4,CTSH,4,severe-mod,4,NC MONO
1.88E-45,0.281189203,0.969,0.929,6.32E-41,severe-mod_vs_Healthy_clust_4,CCNL1,4,severe-mod,4,NC MONO
1.42E-44,0.300583319,0.927,0.83,4.76E-40,severe-mod_vs_Healthy_clust_4,TRA2B,4,severe-mod,4,NC MONO
1.42E-44,0.369148881,0.876,0.712,4.76E-40,severe-mod_vs_Healthy_clust_4,CTNNB1,4,severe-mod,4,NC MONO
2.17E-44,0.441055755,0.717,0.503,7.28E-40,severe-mod_vs_Healthy_clust_4,AC020916.1,4,severe-mod,4,NC MONO
2.44E-44,0.378973768,0.896,0.738,8.18E-40,severe-mod_vs_Healthy_clust_4,IFI30,4,severe-mod,4,NC MONO
4.65E-44,0.260428428,0.655,0.396,1.56E-39,severe-mod_vs_Healthy_clust_4,NKG7,4,severe-mod,4,NC MONO
8.47E-44,0.307885382,0.732,0.502,2.84E-39,severe-mod_vs_Healthy_clust_4,POLR2J3.1,4,severe-mod,4,NC MONO
1.05E-43,0.27026895,0.915,0.816,3.53E-39,severe-mod_vs_Healthy_clust_4,MAP1LC3B,4,severe-mod,4,NC MONO
6.32E-43,0.298520236,0.767,0.56,2.12E-38,severe-mod_vs_Healthy_clust_4,SLC43A2,4,severe-mod,4,NC MONO
3.33E-42,0.348787813,0.559,0.332,1.12E-37,severe-mod_vs_Healthy_clust_4,MDM2,4,severe-mod,4,NC MONO
7.49E-42,0.261320136,0.709,0.471,2.51E-37,severe-mod_vs_Healthy_clust_4,AFF4,4,severe-mod,4,NC MONO
9.84E-42,0.308063766,0.713,0.492,3.30E-37,severe-mod_vs_Healthy_clust_4,LENG8,4,severe-mod,4,NC MONO
1.13E-41,0.34449606,0.584,0.362,3.78E-37,severe-mod_vs_Healthy_clust_4,EPSTI1,4,severe-mod,4,NC MONO
3.52E-41,-0.358675968,0.565,0.726,1.18E-36,severe-mod_vs_Healthy_clust_4,SNHG8,4,severe-mod,4,NC MONO
1.02E-40,0.261947603,0.927,0.872,3.43E-36,severe-mod_vs_Healthy_clust_4,FUS,4,severe-mod,4,NC MONO
1.31E-38,0.251116893,0.958,0.91,4.40E-34,severe-mod_vs_Healthy_clust_4,EIF4G2,4,severe-mod,4,NC MONO
1.59E-38,-0.280085997,0.62,0.751,5.32E-34,severe-mod_vs_Healthy_clust_4,LSM6,4,severe-mod,4,NC MONO
3.92E-38,0.295329324,0.894,0.805,1.32E-33,severe-mod_vs_Healthy_clust_4,CDKN2D,4,severe-mod,4,NC MONO
4.31E-38,0.309327858,0.813,0.644,1.44E-33,severe-mod_vs_Healthy_clust_4,MAP3K8,4,severe-mod,4,NC MONO
5.71E-38,0.266440032,0.568,0.344,1.92E-33,severe-mod_vs_Healthy_clust_4,FOXO3,4,severe-mod,4,NC MONO
9.15E-38,0.525172251,0.829,0.73,3.07E-33,severe-mod_vs_Healthy_clust_4,ISG15,4,severe-mod,4,NC MONO
1.50E-37,-0.313681636,0.419,0.611,5.04E-33,severe-mod_vs_Healthy_clust_4,P2RY13,4,severe-mod,4,NC MONO
3.12E-37,-0.287096122,0.825,0.89,1.05E-32,severe-mod_vs_Healthy_clust_4,DYNLL1,4,severe-mod,4,NC MONO
4.99E-37,0.27152535,0.777,0.587,1.67E-32,severe-mod_vs_Healthy_clust_4,EP300,4,severe-mod,4,NC MONO
8.30E-37,0.26448144,0.633,0.395,2.79E-32,severe-mod_vs_Healthy_clust_4,ATF3,4,severe-mod,4,NC MONO
2.14E-36,0.27465598,0.809,0.676,7.18E-32,severe-mod_vs_Healthy_clust_4,CCDC85B,4,severe-mod,4,NC MONO
2.65E-36,0.358290945,0.7,0.515,8.88E-32,severe-mod_vs_Healthy_clust_4,RNF144B,4,severe-mod,4,NC MONO
3.06E-36,0.254190849,0.679,0.459,1.03E-31,severe-mod_vs_Healthy_clust_4,CSRNP1,4,severe-mod,4,NC MONO
4.81E-36,0.283649389,0.98,0.95,1.61E-31,severe-mod_vs_Healthy_clust_4,NFKBIZ,4,severe-mod,4,NC MONO
6.64E-36,0.263028136,0.659,0.452,2.23E-31,severe-mod_vs_Healthy_clust_4,MIR22HG,4,severe-mod,4,NC MONO
7.11E-36,0.269461771,0.917,0.83,2.38E-31,severe-mod_vs_Healthy_clust_4,BCLAF1,4,severe-mod,4,NC MONO
2.76E-35,0.266394735,0.984,0.976,9.27E-31,severe-mod_vs_Healthy_clust_4,CSTB,4,severe-mod,4,NC MONO
4.47E-35,-0.294825546,0.882,0.948,1.50E-30,severe-mod_vs_Healthy_clust_4,TUBA1B,4,severe-mod,4,NC MONO
5.67E-35,-0.286742261,0.974,0.997,1.90E-30,severe-mod_vs_Healthy_clust_4,HLA-DRA,4,severe-mod,4,NC MONO
1.96E-34,0.267317201,0.48,0.272,6.57E-30,severe-mod_vs_Healthy_clust_4,ANPEP,4,severe-mod,4,NC MONO
4.61E-34,0.304812681,0.943,0.853,1.55E-29,severe-mod_vs_Healthy_clust_4,CTSD,4,severe-mod,4,NC MONO
5.21E-34,0.282897142,0.995,0.973,1.75E-29,severe-mod_vs_Healthy_clust_4,KLF6,4,severe-mod,4,NC MONO
1.34E-33,0.271174021,0.827,0.674,4.49E-29,severe-mod_vs_Healthy_clust_4,RSRC2,4,severe-mod,4,NC MONO
1.92E-33,0.284709212,0.594,0.368,6.44E-29,severe-mod_vs_Healthy_clust_4,AC020656.1,4,severe-mod,4,NC MONO
1.95E-33,0.273063649,0.785,0.614,6.54E-29,severe-mod_vs_Healthy_clust_4,TMC6,4,severe-mod,4,NC MONO
1.44E-32,0.293060834,0.792,0.656,4.82E-28,severe-mod_vs_Healthy_clust_4,FAM45A,4,severe-mod,4,NC MONO
1.70E-32,-0.257902006,0.708,0.884,5.71E-28,severe-mod_vs_Healthy_clust_4,MNDA,4,severe-mod,4,NC MONO
4.65E-32,0.275550947,0.771,0.593,1.56E-27,severe-mod_vs_Healthy_clust_4,CLK1,4,severe-mod,4,NC MONO
7.12E-32,0.284524723,0.983,0.976,2.39E-27,severe-mod_vs_Healthy_clust_4,ZFP36,4,severe-mod,4,NC MONO
7.80E-32,0.277715098,0.886,0.778,2.62E-27,severe-mod_vs_Healthy_clust_4,PIK3AP1,4,severe-mod,4,NC MONO
8.06E-32,0.283063136,0.802,0.664,2.70E-27,severe-mod_vs_Healthy_clust_4,CXCL16,4,severe-mod,4,NC MONO
1.71E-31,0.258320818,0.49,0.293,5.74E-27,severe-mod_vs_Healthy_clust_4,ATG2A,4,severe-mod,4,NC MONO
3.96E-31,0.256515278,0.759,0.57,1.33E-26,severe-mod_vs_Healthy_clust_4,CREBRF,4,severe-mod,4,NC MONO
8.49E-31,0.256681647,0.816,0.668,2.85E-26,severe-mod_vs_Healthy_clust_4,TACC1,4,severe-mod,4,NC MONO
2.61E-30,0.257865722,0.885,0.793,8.74E-26,severe-mod_vs_Healthy_clust_4,CALM3,4,severe-mod,4,NC MONO
2.84E-30,0.267667048,0.811,0.657,9.51E-26,severe-mod_vs_Healthy_clust_4,ADAM10,4,severe-mod,4,NC MONO
4.84E-30,-0.277650407,0.699,0.818,1.62E-25,severe-mod_vs_Healthy_clust_4,CPVL,4,severe-mod,4,NC MONO
1.40E-28,0.279777904,0.95,0.916,4.70E-24,severe-mod_vs_Healthy_clust_4,RHOC,4,severe-mod,4,NC MONO
1.74E-28,0.47005658,0.498,0.312,5.85E-24,severe-mod_vs_Healthy_clust_4,G0S2,4,severe-mod,4,NC MONO
2.60E-28,0.328285627,0.294,0.141,8.71E-24,severe-mod_vs_Healthy_clust_4,SCGB3A1,4,severe-mod,4,NC MONO
1.25E-27,0.846606551,0.265,0.123,4.20E-23,severe-mod_vs_Healthy_clust_4,C1QB,4,severe-mod,4,NC MONO
3.34E-25,0.265716717,0.849,0.73,1.12E-20,severe-mod_vs_Healthy_clust_4,GLUL,4,severe-mod,4,NC MONO
1.48E-24,0.265075246,0.8,0.675,4.95E-20,severe-mod_vs_Healthy_clust_4,CD300E,4,severe-mod,4,NC MONO
1.29E-23,0.253060744,0.771,0.639,4.34E-19,severe-mod_vs_Healthy_clust_4,LILRA1,4,severe-mod,4,NC MONO
2.27E-18,0.267945592,0.8,0.696,7.60E-14,severe-mod_vs_Healthy_clust_4,H1FX,4,severe-mod,4,NC MONO
4.82E-18,0.315841924,0.617,0.513,1.62E-13,severe-mod_vs_Healthy_clust_4,XAF1,4,severe-mod,4,NC MONO
1.75E-17,0.334630105,0.489,0.335,5.86E-13,severe-mod_vs_Healthy_clust_4,TNF,4,severe-mod,4,NC MONO
4.39E-17,0.305080405,0.858,0.821,1.47E-12,severe-mod_vs_Healthy_clust_4,RPS27L,4,severe-mod,4,NC MONO
1.86E-08,-0.263002457,0.212,0.305,0.000622337,severe-mod_vs_Healthy_clust_4,GNLY,4,severe-mod,4,NC MONO
8.69E-08,0.264679978,0.906,0.865,0.002916076,severe-mod_vs_Healthy_clust_4,ID2,4,severe-mod,4,NC MONO
6.01E-05,0.252004324,0.868,0.84,1,severe-mod_vs_Healthy_clust_4,JUN,4,severe-mod,4,NC MONO
0.000101392,0.61248253,0.441,0.414,1,severe-mod_vs_Healthy_clust_4,C1QA,4,severe-mod,4,NC MONO
0.002615165,0.434353556,0.347,0.319,1,severe-mod_vs_Healthy_clust_4,LYPD2,4,severe-mod,4,NC MONO
0.02478942,-0.302498019,0.357,0.382,1,severe-mod_vs_Healthy_clust_4,IL1B,4,severe-mod,4,NC MONO
0,2.74939917,0.623,0.006,0,severe-mod_vs_Healthy_clust_5,IFI27,5,severe-mod,5,CDC2
0,2.159484946,0.985,0.405,0,severe-mod_vs_Healthy_clust_5,IFITM3,5,severe-mod,5,CDC2
0,1.21029487,0.818,0.097,0,severe-mod_vs_Healthy_clust_5,IFI44L,5,severe-mod,5,CDC2
0,1.208319967,0.91,0.387,0,severe-mod_vs_Healthy_clust_5,IFI6,5,severe-mod,5,CDC2
0,1.081666953,0.978,0.794,0,severe-mod_vs_Healthy_clust_5,LY6E,5,severe-mod,5,CDC2
0,-0.430596322,1,1,0,severe-mod_vs_Healthy_clust_5,RPS3A,5,severe-mod,5,CDC2
5.06E-306,-0.444923654,0.999,1,1.70E-301,severe-mod_vs_Healthy_clust_5,RPL3,5,severe-mod,5,CDC2
4.89E-298,-0.413187971,0.998,1,1.64E-293,severe-mod_vs_Healthy_clust_5,RPS18,5,severe-mod,5,CDC2
7.62E-289,-0.358428879,1,1,2.56E-284,severe-mod_vs_Healthy_clust_5,RPS14,5,severe-mod,5,CDC2
